student_id,name,age,quiz_score_1,quiz_score_2,quiz_score_3,assignment_score_1,assignment_score_2,math_engagement_time,science_engagement_time,history_engagement_time,login_frequency,content_completion_rate,learning_style
749,Christopher Lee,20,71,68,75,76,88,29,18,32,9,78,visual
750,Rebecca Smith,20,86,82,55,99,92,75,32,99,2,67,auditory
751,Eric Thomas,26,84,91,89,87,79,64,26,47,7,95,visual
752,Bradley Cook,28,88,73,75,94,89,71,100,19,7,79,visual
753,Lawrence Jefferson,22,72,97,52,57,51,40,98,68,3,78,kinesthetic
754,Gary Fields,22,64,51,59,64,52,105,56,35,4,87,visual
755,Monica Valdez,28,67,93,67,94,52,85,73,61,3,63,auditory
756,Lisa Krause,19,86,51,76,77,91,21,40,52,8,67,auditory
757,Jacqueline Griffin,26,85,98,91,53,69,77,105,47,7,73,visual
758,Stephanie Jones,25,58,83,99,55,86,12,76,16,1,71,visual
759,Heather Baker,18,51,96,54,58,73,54,72,83,5,80,kinesthetic
760,Clifford Gonzalez,23,73,77,76,80,83,45,98,59,8,62,kinesthetic
761,Sherry Brown,26,84,87,76,76,58,92,17,36,4,56,kinesthetic
762,Samantha Griffin,24,77,61,68,74,98,112,68,13,5,86,kinesthetic
763,John Jenkins,27,80,91,73,79,96,85,57,43,5,85,visual
764,Lucas Howe,25,92,54,87,65,65,34,46,97,2,52,auditory
765,Larry Diaz,28,98,60,53,52,76,34,77,107,7,75,auditory
766,Elizabeth Hunt,25,68,66,57,53,77,36,49,70,9,72,kinesthetic
767,William Patterson,18,67,63,76,50,96,116,71,113,7,85,visual
768,John Sparks,23,76,79,65,68,92,20,50,42,9,86,auditory
769,Kelly Benson,27,84,62,64,80,75,70,118,113,8,99,kinesthetic
770,Joshua Reyes,20,51,89,57,89,82,67,66,93,9,51,visual
771,Beth Nolan,21,82,77,55,64,98,19,77,19,7,56,visual
772,Jacob Banks,27,66,67,80,69,58,32,104,82,1,99,kinesthetic
773,Ryan Jones,24,62,93,56,77,91,57,103,20,7,60,auditory
774,Cody Summers,23,54,75,99,90,63,66,76,110,5,55,auditory
775,Jacqueline Nolan,28,99,76,71,63,78,112,106,62,5,62,auditory
776,Brittney Beck,29,58,61,78,66,61,30,101,99,3,78,visual
777,Lindsey Tapia,23,55,94,66,91,87,45,50,87,8,91,visual
778,Emily Mcbride,22,81,63,69,94,85,30,73,60,6,62,kinesthetic
779,Nicholas Perry,26,53,81,82,80,90,20,92,77,9,68,kinesthetic
780,Karen Crawford,20,85,94,99,94,76,40,38,92,3,89,visual
781,Eileen Lane,18,75,74,52,79,59,15,27,87,4,52,visual
782,Walter Santiago,25,61,72,88,62,95,60,119,93,8,52,auditory
783,Matthew Perez,18,54,95,65,76,59,68,63,71,2,61,kinesthetic
784,Alexis Dean,22,82,74,86,91,54,98,20,31,4,97,auditory
785,Shannon Lewis,19,78,97,81,76,69,15,92,55,2,91,visual
786,Bethany Mendoza,26,61,97,75,79,83,88,79,25,8,68,kinesthetic
787,Joseph Mendoza,18,58,98,70,94,70,84,67,11,3,52,kinesthetic
788,Brenda Fowler,27,82,66,68,70,60,48,31,94,9,71,kinesthetic
789,Laura Martinez,26,70,51,76,69,97,90,18,117,8,86,visual
790,Nathaniel Boyd,27,86,81,71,68,91,80,109,21,6,68,kinesthetic
791,John Hanson,23,94,77,60,74,66,47,37,65,7,64,auditory
792,Charles Brown,28,93,62,83,57,55,116,105,115,3,92,kinesthetic
793,Tony Skinner,26,81,89,99,73,98,57,109,48,6,75,kinesthetic
794,Jason Burns,22,64,68,94,75,83,90,14,26,8,98,auditory
795,Jody Perez,25,57,94,92,61,85,34,101,113,1,61,kinesthetic
796,Blake Robinson,21,94,78,50,95,67,117,37,34,1,82,kinesthetic
797,Angela Juarez,28,68,86,88,88,71,61,16,75,2,78,kinesthetic
798,William Smith,26,73,70,74,53,95,36,108,73,3,80,auditory
799,Thomas Wilson,22,93,68,93,62,76,77,107,73,8,80,visual
800,Christy Simmons,20,51,73,70,61,87,45,83,36,1,60,visual
801,Douglas Clark,20,86,61,57,62,51,40,104,19,2,76,auditory
802,Hannah Boyd,21,57,83,97,84,69,88,56,11,1,90,visual
803,Carlos Gonzalez,19,85,94,79,84,66,105,20,83,8,53,auditory
804,Debra Humphrey,29,51,69,83,66,79,26,69,31,1,73,visual
805,Kari Todd,20,63,70,93,74,50,33,54,31,3,66,visual
806,William Mendez,26,98,98,63,90,56,102,61,25,9,81,kinesthetic
807,Dawn Baxter,29,82,54,85,99,96,40,87,74,7,74,auditory
808,Catherine Barber,29,68,65,67,70,87,28,11,60,1,64,visual
809,Tracy Sharp,23,56,64,54,54,69,28,68,12,1,94,visual
810,Brian Anderson,25,55,61,76,92,56,44,20,19,4,67,kinesthetic
811,Gene Alexander,25,67,63,93,84,70,79,14,40,4,84,kinesthetic
812,James Vang,29,59,60,53,88,65,76,30,61,3,95,kinesthetic
813,Summer Mosley,20,50,61,81,60,74,78,98,84,3,82,visual
814,Sandra Austin,25,77,76,57,53,65,13,97,75,3,81,kinesthetic
815,Kristy Ayala,23,87,98,63,93,82,66,118,25,4,80,auditory
816,Anthony Wise,28,84,93,60,62,81,83,90,28,6,74,visual
817,Johnathan Hughes,24,79,77,58,85,98,94,30,11,5,68,auditory
818,Phyllis Krause,18,78,60,72,68,65,76,27,52,2,77,visual
819,Ronald Ruiz,18,69,78,51,53,69,73,118,84,6,80,auditory
820,Susan Gordon,26,96,54,88,61,68,75,52,118,7,74,auditory
821,Maurice Bruce,22,75,58,81,88,89,98,31,54,9,98,auditory
822,Stacie Doyle,21,91,87,88,60,55,92,20,111,4,60,visual
823,Michael Morris,21,80,81,62,76,67,22,96,80,8,83,kinesthetic
824,Emily Olsen,23,65,81,64,92,61,104,34,53,6,70,auditory
825,Christopher Cox,25,59,63,77,77,61,52,93,87,6,58,kinesthetic
826,Kathleen Cox,25,94,65,69,89,80,13,49,23,7,69,auditory
827,Cindy Vargas,24,96,65,79,88,54,13,108,110,5,73,auditory
828,Joshua Sparks,18,78,90,55,84,90,106,39,29,3,57,auditory
829,Theresa Gallegos,26,60,53,70,61,54,32,17,43,8,53,visual
830,Jesse Adams,23,98,93,81,60,52,39,119,107,8,72,visual
831,Brenda Manning,29,94,55,98,80,75,93,73,108,3,98,visual
832,Megan Martin,23,68,52,66,60,76,49,39,48,8,71,visual
833,Carlos Brown,22,82,76,50,54,63,43,67,65,5,83,auditory
834,Kristen Hancock,23,81,87,65,91,54,86,25,67,4,70,kinesthetic
835,William Lee,19,72,80,58,57,62,108,88,83,2,87,auditory
836,Melissa Gomez,29,94,94,80,79,77,59,104,19,7,61,kinesthetic
837,Marcus Aguilar,22,57,74,77,64,87,11,62,59,5,60,auditory
838,Norman Fitzgerald,24,61,52,63,90,77,68,85,28,5,95,auditory
839,James Mccoy,26,65,61,81,68,55,77,103,23,8,62,auditory
840,Tracy Patton,29,77,83,60,90,76,15,108,43,6,55,auditory
841,Gina Cordova,29,77,93,88,66,56,33,65,91,9,51,auditory
842,Kevin Peters,18,56,96,55,65,62,62,34,88,2,59,visual
843,Cynthia Bryan,29,54,96,86,88,95,45,34,11,2,78,auditory
844,Hailey Ray,27,59,91,80,83,88,93,18,79,3,56,auditory
845,Christopher Williams,24,66,53,94,88,51,57,55,119,6,92,auditory
846,Jerry Brown,18,97,95,59,58,82,67,61,50,1,98,kinesthetic
847,Andrea Brown,26,72,60,61,97,91,82,32,31,5,84,auditory
848,Michael Walker,28,57,71,95,72,94,116,105,32,8,99,visual
849,Amanda Rogers,28,94,94,70,90,69,74,47,49,9,85,kinesthetic
850,Andrew Jones,24,59,75,63,91,69,61,29,26,5,73,auditory
851,Charles Harrison,27,51,57,68,99,74,70,41,23,8,54,kinesthetic
852,Ashley Warner,21,74,80,77,90,99,58,74,115,7,57,auditory
853,Spencer Benson,25,98,54,81,85,89,35,29,106,5,60,kinesthetic
854,Tiffany Davis,24,57,93,78,98,81,22,13,39,4,87,visual
855,Christopher Peterson,29,56,80,60,99,95,34,101,10,6,59,kinesthetic
856,Rachael Allen,21,84,82,73,62,93,35,32,104,6,93,visual
857,George Wright,23,79,79,84,61,87,72,112,84,5,63,kinesthetic
858,Jesse Thompson,23,55,65,99,90,69,17,62,22,3,77,visual
859,Craig Byrd,18,99,67,83,97,71,98,100,102,1,88,kinesthetic
860,Lonnie Hart,19,67,64,61,60,74,11,114,90,9,79,auditory
861,Meredith Vargas,18,93,85,63,84,71,82,20,22,3,78,visual
862,Andre Riley,26,89,88,72,52,94,16,89,96,2,91,auditory
863,Traci Carlson,21,78,69,50,85,51,106,113,24,8,62,visual
864,Matthew Russell,21,61,58,92,67,70,33,52,54,2,73,visual
865,Jason Arroyo,21,67,73,93,52,57,96,30,61,2,56,visual
866,Timothy Rodriguez,27,66,73,67,50,67,74,85,58,8,74,auditory
867,Charles Finley,19,80,82,78,65,97,15,57,81,2,88,auditory
868,Stephanie Perry,21,93,59,68,70,84,53,113,102,7,53,kinesthetic
869,Sandra Ward,20,56,54,56,98,61,91,23,73,9,86,auditory
870,Christina Anderson,27,87,88,50,57,63,117,60,90,7,62,kinesthetic
871,Joshua Baker,22,82,76,72,64,52,44,43,10,4,63,auditory
872,Arthur Hansen,22,54,95,74,61,84,29,37,105,3,66,kinesthetic
873,Sabrina Conner,19,50,80,97,51,90,115,113,31,2,94,kinesthetic
874,Jack Wright DDS,23,51,98,53,83,62,98,42,62,4,79,kinesthetic
875,Daniel Hanson,18,52,97,96,82,67,13,99,74,5,56,auditory
876,Gregory Lam,29,80,67,68,78,52,31,10,30,8,96,visual
877,Donald Stephens,27,82,62,64,61,72,60,22,70,6,63,kinesthetic
878,Cindy Williams,28,65,75,64,66,76,16,70,72,3,68,kinesthetic
879,Alexander Rodriguez,18,92,98,95,97,82,27,27,108,8,82,auditory
880,Richard Garcia,22,76,96,85,83,74,46,53,47,3,55,visual
881,Jason Parker,23,56,56,68,96,51,42,17,73,3,92,auditory
882,Angela Anthony,22,83,51,62,57,64,102,48,72,9,58,auditory
883,Mrs. Tina Guerra,24,82,58,87,82,55,46,105,65,1,50,auditory
884,April Mitchell,21,67,68,92,65,56,37,11,117,2,77,visual
885,Leah Potter,26,77,90,82,78,95,91,98,75,5,62,auditory
886,Matthew Owens,28,86,94,76,97,90,31,30,13,3,77,auditory
887,Luke Schultz,22,90,86,97,76,59,100,26,55,4,74,visual
888,Nathaniel Mcneil,21,72,93,92,59,88,23,98,45,7,83,visual
889,David Chung,22,53,50,54,59,72,69,102,119,3,97,visual
890,Samantha Greene,29,67,92,74,75,54,39,65,104,2,62,auditory
891,Eric Mejia,28,89,75,59,63,56,118,70,88,5,74,kinesthetic
892,Marcus Castillo,27,85,58,53,77,82,91,30,101,7,59,auditory
893,Melissa Simmons,26,98,84,67,76,77,63,89,102,2,96,auditory
894,Clifford Davis,25,58,55,99,61,87,69,13,52,3,91,kinesthetic
895,Terry Rogers,28,97,74,55,51,89,30,34,50,3,57,kinesthetic
896,Tammy Cook,22,98,62,65,71,97,86,91,103,5,83,kinesthetic
897,Nicole Moody,22,77,75,61,69,95,48,115,14,8,53,auditory
898,Holly Williams,20,91,50,64,50,91,26,53,35,4,76,kinesthetic
899,Cindy Smith,19,90,74,74,94,97,113,75,72,4,63,auditory
900,Nathan Michael,22,74,71,96,71,91,83,56,62,8,84,kinesthetic
901,Sandra Nolan,29,72,95,87,83,92,32,32,94,1,51,auditory
902,William Russell,18,75,81,73,84,63,86,78,16,3,50,visual
903,Brendan Leonard,19,90,68,65,77,93,50,106,41,9,88,auditory
904,Nicole Zavala,18,92,84,78,56,65,111,28,32,1,83,visual
905,Mark Cabrera,25,75,94,58,86,75,116,84,91,1,84,auditory
906,Brett Martinez,25,60,81,95,63,78,63,115,109,3,50,visual
907,Aaron Mckenzie,25,79,72,92,94,67,42,105,71,2,60,auditory
908,Curtis Gordon,29,93,61,89,81,56,16,25,25,8,61,visual
909,Roy Pennington,22,50,80,70,69,95,86,97,102,7,81,kinesthetic
910,Lisa Lee,25,55,97,50,89,88,95,28,73,9,89,auditory
911,Scott Vega,26,70,50,70,84,77,49,108,47,4,67,auditory
912,David Bates,22,73,97,78,53,54,19,117,19,5,64,auditory
913,Charles Holland,26,90,96,63,74,71,11,119,103,9,85,visual
914,Jonathan Phelps,24,73,91,61,83,78,45,104,33,4,91,kinesthetic
915,Ryan Wood,26,89,56,97,52,53,27,62,50,8,56,auditory
916,Zachary Cook,21,62,56,74,66,82,100,32,65,6,50,auditory
917,Eric Vasquez,23,51,59,67,71,63,50,65,69,1,82,auditory
918,Dawn Richards,26,52,59,86,59,87,51,18,95,7,85,kinesthetic
919,Samuel Pennington,25,70,82,94,64,81,88,90,72,2,59,kinesthetic
920,Jennifer Hicks,26,64,71,53,55,99,19,105,38,5,90,kinesthetic
921,Amy Crawford,20,95,84,91,94,99,58,86,51,3,65,auditory
922,Kevin Haynes,18,77,59,90,56,86,57,101,90,5,53,kinesthetic
923,Blake Lee,24,92,59,93,90,57,49,83,44,2,89,auditory
924,Jacqueline Monroe,23,66,65,78,98,61,38,29,87,6,86,visual
925,Mr. Stephen Schwartz MD,26,88,71,87,94,90,66,108,88,7,61,kinesthetic
926,Kelly Roberts,27,98,70,98,59,60,77,105,46,8,55,visual
927,Rachel Bell,25,93,58,83,94,77,88,30,106,7,84,auditory
928,Alexander Avila,21,61,87,57,54,87,30,111,103,8,51,auditory
929,Stephen Johnson,28,64,98,97,72,54,70,34,67,9,75,kinesthetic
930,Gary Gardner,28,70,54,67,66,87,76,16,110,7,79,auditory
931,Andrew Joyce,24,70,94,81,63,59,11,104,79,3,75,visual
932,Thomas Myers,27,53,56,76,54,60,10,26,52,5,66,kinesthetic
933,Marc Jefferson,29,69,52,76,51,63,59,43,52,7,50,visual
934,Rodney Whitaker,27,83,64,65,99,77,104,46,46,2,63,kinesthetic
935,Mrs. Suzanne Shah,25,86,75,53,90,80,104,104,67,6,64,visual
936,Cody Olsen,21,93,85,79,64,70,38,37,104,5,95,visual
937,Melanie Martin,26,61,55,70,84,55,117,94,80,2,60,auditory
938,Justin Kirby,19,51,70,72,55,87,14,108,68,5,98,kinesthetic
939,Alicia Rose,26,56,81,73,83,97,51,116,104,5,95,kinesthetic
940,Laura Terrell,18,83,89,87,98,95,43,47,77,9,89,kinesthetic
941,Chelsea Lee,28,60,51,68,73,63,15,91,34,7,53,visual
942,Mark Valenzuela,26,55,88,82,95,51,105,73,57,1,96,kinesthetic
943,Kelly Thomas,22,58,70,74,82,58,49,119,24,4,76,kinesthetic
944,Jessica Mitchell,28,67,80,99,55,80,12,33,86,8,50,visual
945,Anthony Walsh,22,67,72,60,76,81,86,26,23,7,50,auditory
946,Michele Mckee,26,92,59,99,98,91,33,97,25,9,79,auditory
947,Jeffrey Walker,28,65,64,81,94,75,10,75,107,8,71,kinesthetic
948,Leslie Vasquez,19,79,55,93,75,56,24,78,110,4,86,visual
949,Lori Graham,28,99,80,69,73,62,36,118,39,8,90,visual
950,Michael Jones,21,67,91,72,95,61,76,31,26,7,61,kinesthetic
951,Nancy Leonard,29,60,50,92,51,53,115,85,29,4,99,auditory
952,Linda Chase,20,90,58,73,83,98,80,53,73,6,93,auditory
953,Tiffany Bailey,29,87,58,82,85,92,25,46,11,1,94,kinesthetic
954,Thomas Parker,20,81,61,90,61,59,104,18,34,6,88,visual
955,Hector Mitchell,25,63,74,72,91,86,40,11,52,3,80,auditory
956,Lindsey Rodriguez,27,64,66,59,57,83,51,54,34,2,69,auditory
957,Bradley Mendez,19,88,88,97,52,81,87,82,85,1,62,kinesthetic
958,Nicole Hammond,20,87,99,75,65,72,16,61,23,1,93,kinesthetic
959,Wendy Hardy,27,91,79,66,75,93,51,118,81,7,60,auditory
960,Angela Blair,21,90,69,66,67,50,22,96,39,4,68,kinesthetic
961,Troy Chandler,19,77,96,90,97,60,109,45,78,5,60,auditory
962,Richard Scott,23,71,99,60,68,87,82,54,95,3,56,auditory
963,Maria Blake,19,60,82,79,72,85,82,43,98,9,89,kinesthetic
964,Casey Gonzalez,20,55,57,72,62,80,43,30,28,9,64,auditory
965,Laura Brewer,29,83,90,85,55,51,119,104,78,7,96,visual
966,Kevin Henderson,24,93,74,52,62,86,75,14,11,4,98,visual
967,Erika Hall,18,84,65,60,88,69,29,88,95,1,95,visual
968,Chelsey Russell,27,60,50,81,96,95,33,36,81,4,66,visual
969,Misty Cohen,19,72,82,64,84,97,60,86,112,8,69,kinesthetic
970,Willie Scott,20,80,86,87,83,77,12,54,116,1,58,auditory
971,Marisa Glenn,20,89,70,61,96,62,84,95,111,7,77,kinesthetic
972,Sarah Campbell,24,77,72,62,87,70,83,34,108,8,70,kinesthetic
973,Jessica Curry,26,83,57,55,78,70,54,42,39,5,74,kinesthetic
974,Dylan Lopez,26,50,56,72,96,99,14,62,18,8,95,kinesthetic
975,Margaret Reed,22,79,68,77,59,80,99,24,52,4,67,visual
976,Jeffrey Baird,25,79,88,96,65,78,87,55,71,7,85,visual
977,Latoya Jackson,27,62,81,95,69,71,74,87,114,9,75,visual
978,Samuel Garza,18,89,88,70,70,69,30,32,117,4,61,auditory
979,Paula Turner,25,98,73,91,85,70,118,94,111,3,93,auditory
980,Dr. Mario Gonzalez,28,59,80,72,75,81,90,78,13,7,60,visual
981,Thomas Carrillo,29,50,67,54,55,83,37,68,58,1,78,visual
982,Robert Mcclain,18,80,93,58,85,71,55,107,104,3,80,visual
983,John Weiss,18,54,78,61,81,56,58,70,58,3,75,visual
984,Robert Murphy,28,85,92,65,62,92,82,58,109,4,55,kinesthetic
985,Daniel Huang,26,78,69,86,81,82,57,72,25,1,58,auditory
986,Dr. Michele Johnson,23,93,59,85,51,62,118,74,66,7,87,kinesthetic
987,Douglas Meyer,26,64,84,70,85,96,92,39,19,2,91,auditory
988,Ronald Marshall,28,71,83,65,93,71,56,47,65,9,93,kinesthetic
989,Paul Griffin,26,86,56,65,51,65,95,83,37,2,77,auditory
990,Dr. Matthew Smith,19,88,72,68,60,54,91,63,49,4,64,visual
991,Kimberly Martin,20,51,84,62,86,50,108,62,43,1,70,kinesthetic
992,John Snyder,25,58,60,70,90,77,89,36,38,2,70,kinesthetic
993,Christine Hall,23,70,51,54,60,86,40,31,115,1,80,kinesthetic
994,Alexandra Eaton,21,69,54,52,56,55,99,30,117,9,89,auditory
995,Harold Travis,22,51,58,73,97,55,55,104,85,9,82,auditory
996,Frank Underwood,23,51,86,98,57,73,97,35,57,7,80,kinesthetic
997,Rachel Mann,25,56,72,68,50,66,24,53,59,9,95,auditory
998,Tracey Mays,23,79,77,55,55,78,13,51,103,1,70,auditory
999,Robin Bradshaw,22,66,91,55,71,69,29,26,24,7,74,kinesthetic
1000,Charles Petty,24,59,56,81,62,62,115,108,24,8,85,visual
